Store,date,weekly_sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
5,2011-04-29,307291.56,0,74.75,3.81,216.1968142,6.489
5,2011-05-06,322904.68,0,66.27,3.906,216.3655877,6.489
5,2011-05-13,290930.01,0,77.38,3.899,216.5343611,6.489
5,2011-05-20,299614.33,0,71.37,3.907,216.3023847,6.489
5,2011-05-27,297149.69,0,80.14,3.786,216.0704083,6.489
5,2011-06-03,329183.92,0,83.81,3.699,215.8384319,6.489
5,2011-06-10,304984.14,0,83.61,3.648,215.6064555,6.489
5,2011-06-17,304811.82,0,86.84,3.637,215.560463,6.489
5,2011-06-24,302881.64,0,84.76,3.594,215.6539583,6.489
5,2011-07-01,327093.89,0,85.81,3.524,215.7474537,6.529
5,2011-07-08,310804.93,0,86.64,3.48,215.8409491,6.529
5,2011-07-15,283248.62,0,88.64,3.575,215.9250696,6.529
5,2011-07-22,292539.73,0,86.97,3.651,215.985753,6.529
5,2011-07-29,275142.17,0,89.42,3.682,216.0464364,6.529
5,2011-08-05,317738.56,0,91.07,3.684,216.1071198,6.529
5,2011-08-12,289886.16,0,90.16,3.638,216.1678032,6.529
5,2011-08-19,303643.84,0,89.35,3.554,216.2311855,6.529
5,2011-08-26,310338.17,0,89.18,3.523,216.2950176,6.529
5,2011-09-02,315645.53,0,90.38,3.533,216.3588498,6.529
5,2011-09-09,321110.22,1,79.04,3.546,216.4226819,6.529
5,2011-09-16,278529.71,0,83.55,3.526,216.6033083,6.529
5,2011-09-23,291024.98,0,78.01,3.467,216.9396605,6.529
5,2011-09-30,292315.38,0,81.16,3.355,217.2760127,6.529
5,2011-10-07,309111.47,0,71.64,3.285,217.6123648,6.3
5,2011-10-14,286117.72,0,72.36,3.274,217.9237458,6.3
5,2011-10-21,306069.18,0,66.9,3.353,218.0852999,6.3
5,2011-10-28,307035.11,0,69.27,3.372,218.2468539,6.3
5,2011-11-04,353652.23,0,56.71,3.332,218.408408,6.3
5,2011-11-11,311906.7,0,60.71,3.297,218.5699621,6.3
5,2011-11-18,307944.37,0,64.33,3.308,218.793912,6.3
5,2011-11-25,507900.07,1,61.93,3.236,219.0428204,6.3
5,2011-12-02,376225.61,0,51.14,3.172,219.2917287,6.3
5,2011-12-09,367433.77,0,44.12,3.158,219.540637,6.3
5,2011-12-16,379530.3,0,54.42,3.159,219.7596266,6.3
5,2011-12-23,458562.24,0,50.33,3.112,219.9387246,6.3
5,2011-12-30,349624.88,1,45.62,3.129,220.1178226,6.3
5,2012-01-06,312078.71,0,50.21,3.157,220.2969205,5.943
5,2012-01-13,291454.52,0,48.86,3.261,220.4760185,5.943
5,2012-01-20,287523.98,0,54.65,3.268,220.5694104,5.943
5,2012-01-27,295974.22,0,54.63,3.29,220.6628023,5.943
5,2012-02-03,333948.0,0,57.35,3.36,220.7561941,5.943
5,2012-02-10,349239.88,1,48.57,3.409,220.849586,5.943
5,2012-02-17,356427.98,0,48.25,3.51,221.0106341,5.943
5,2012-02-24,312220.47,0,57.75,3.555,221.2224243,5.943
5,2012-03-02,359206.21,0,60.66,3.63,221.4342146,5.943
5,2012-03-09,347295.6,0,57.69,3.669,221.6460048,5.943
5,2012-03-16,339392.54,0,63.55,3.734,221.7989713,5.943
5,2012-03-23,321299.99,0,64.44,3.787,221.8735063,5.943
5,2012-03-30,331318.73,0,67.76,3.845,221.9480412,5.943
5,2012-04-06,402985.7,0,70.4,3.891,222.0225762,5.801
5,2012-04-13,351832.03,0,70.56,3.891,222.0971111,5.801
5,2012-04-20,330063.06,0,67.33,3.877,222.1512315,5.801
5,2012-04-27,324839.74,0,68.96,3.814,222.2053519,5.801
5,2012-05-04,360932.69,0,77.1,3.749,222.2594722,5.801
5,2012-05-11,333870.52,0,73.45,3.688,222.3135926,5.801
5,2012-05-18,336189.66,0,70.45,3.63,222.330443,5.801
5,2012-05-25,341994.48,0,78.23,3.561,222.3323853,5.801
5,2012-06-01,359867.8,0,79.72,3.501,222.3343277,5.801
5,2012-06-08,341704.59,0,81.02,3.452,222.33627,5.801
5,2012-06-15,327383.64,0,81.64,3.393,222.3492901,5.801
5,2012-06-22,325041.68,0,80.57,3.346,222.3900046,5.801
5,2012-06-29,329658.1,0,87.08,3.286,222.4307191,5.801
5,2012-07-06,341214.43,0,82.35,3.227,222.4714336,5.603
5,2012-07-13,316203.64,0,80.78,3.256,222.5121481,5.603
5,2012-07-20,321205.12,0,81.05,3.311,222.5209358,5.603
5,2012-07-27,306827.36,0,85.06,3.407,222.5297234,5.603
5,2012-08-03,324195.17,0,86.91,3.417,222.5385111,5.603
5,2012-08-10,306759.7,0,86.96,3.494,222.5472987,5.603
5,2012-08-17,314014.18,0,87.52,3.571,222.6276753,5.603
5,2012-08-24,320831.36,0,79.45,3.62,222.7617437,5.603
5,2012-08-31,344642.01,0,84.25,3.638,222.8958121,5.603
5,2012-09-07,350648.91,1,86.3,3.73,223.0298805,5.603
5,2012-09-14,299800.67,0,76.65,3.717,223.1734167,5.603
5,2012-09-21,307306.76,0,71.09,3.721,223.3737593,5.603
5,2012-09-28,310141.68,0,78.33,3.666,223.5741019,5.603
5,2012-10-05,343048.29,0,71.17,3.617,223.7744444,5.422
5,2012-10-12,325345.41,0,66.24,3.601,223.974787,5.422
5,2012-10-19,313358.15,0,69.17,3.594,224.0192873,5.422
5,2012-10-26,319550.77,0,71.7,3.506,224.0378139,5.422
