Store,date,weekly_sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
5,2011-04-29,307291.56,0,74.75,3.81,216.1968142,6.489
5,2011-05-06,322904.68,0,66.27,3.906,216.3655877,6.489
5,2011-05-13,290930.01,0,77.38,3.899,216.5343611,6.489
5,2011-05-20,299614.33,0,71.37,3.907,216.3023847,6.489
5,2011-05-27,297149.69,0,80.14,3.786,216.0704083,6.489
5,2011-06-03,329183.92,0,83.81,3.699,215.8384319,6.489
5,2011-06-10,304984.14,0,83.61,3.648,215.6064555,6.489
5,2011-06-17,304811.82,0,86.84,3.637,215.560463,6.489
5,2011-06-24,302881.64,0,84.76,3.594,215.6539583,6.489
5,2011-07-01,327093.89,0,85.81,3.524,215.7474537,6.529
5,2011-07-08,310804.93,0,86.64,3.48,215.8409491,6.529
5,2011-07-15,283248.62,0,88.64,3.575,215.9250696,6.529
5,2011-07-22,292539.73,0,86.97,3.651,215.985753,6.529
5,2011-07-29,275142.17,0,89.42,3.682,216.0464364,6.529
5,2011-08-05,317738.56,0,91.07,3.684,216.1071198,6.529
5,2011-08-12,289886.16,0,90.16,3.638,216.1678032,6.529
5,2011-08-19,303643.84,0,89.35,3.554,216.2311855,6.529
5,2011-08-26,310338.17,0,89.18,3.523,216.2950176,6.529
5,2011-09-02,315645.53,0,90.38,3.533,216.3588498,6.529
5,2011-09-09,321110.22,1,79.04,3.546,216.4226819,6.529
5,2011-09-16,278529.71,0,83.55,3.526,216.6033083,6.529
5,2011-09-23,291024.98,0,78.01,3.467,216.9396605,6.529
5,2011-09-30,292315.38,0,81.16,3.355,217.2760127,6.529
5,2011-10-07,309111.47,0,71.64,3.285,217.6123648,6.3
5,2011-10-14,286117.72,0,72.36,3.274,217.9237458,6.3
5,2011-10-21,306069.18,0,66.9,3.353,218.0852999,6.3
5,2011-10-28,307035.11,0,69.27,3.372,218.2468539,6.3
5,2011-11-04,353652.23,0,56.71,3.332,218.408408,6.3
5,2011-11-11,311906.7,0,60.71,3.297,218.5699621,6.3
5,2011-11-18,307944.37,0,64.33,3.308,218.793912,6.3
5,2011-11-25,507900.07,1,61.93,3.236,219.0428204,6.3
5,2011-12-02,376225.61,0,51.14,3.172,219.2917287,6.3
5,2011-12-09,367433.77,0,44.12,3.158,219.540637,6.3
5,2011-12-16,379530.3,0,54.42,3.159,219.7596266,6.3
5,2011-12-23,458562.24,0,50.33,3.112,219.9387246,6.3
5,2011-12-30,349624.88,1,45.62,3.129,220.1178226,6.3
