Store,date,weekly_sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866
